,Song,Artist,Billboard100,URI
2667,Sucker for Pain,"Lil Wayne, Wiz Khalifa and Imagine Dragons with Logic and Ty Dolla $ign",1,4dASQiO1Eoo3RJvt74FtXB
2668,Down in the DM,Yo Gotti,1,1LxKKYsJNPeBdOwdudsJzv
2669,Luv,Tory Lanez,1,5SeX6wQeUsYKNnuQno9slB
2672,Hymn for the Weekend,Coldplay,1,3RiPr603aXAoi4GHyXx0uy
2674,Antidote,Travis Scott,1,1wHZx0LgzFHyeIZkUydNXq
2675,Lost Boy,Ruth B,1,4h0zU3O9R5xzuTmNO7dNDU
2676,Side to Side,Ariana Grande,1,1pKeFVVUOPjFsOABub0OaV
2677,"Sit Still, Look Pretty",Daya,1,0EGuSSpuu9wmHCtvb4PdLO
2679,Middle,DJ Snake,1,0g5EKLgdKvNlln7TNqBByK
2680,On My Mind,Ellie Goulding,1,4nS1sut0R2mgmFitKIShVe
2681,Pop Style,Drake,1,5mPSyjLatqB00IkPqRlbTE
2682,When We Were Young,Adele,1,7IWkJwX9C0J7tHurTD7ViL
2683,Hide Away,Daya,1,0uyZ5ckiIUbFZd3P6RWmrj
2685,I Know What You Did Last Summer,Shawn Mendes and Camila Cabello,1,2GyA33q5rti5IxkMQemRDH
2686,All the Way Up,"Fat Joe, Remy Ma and Jay-Z",1,61QSuw5VlC0LTS8WMO356g
2688,Back to Sleep,Chris Brown,1,6dlpABcXrQKRU9G00i6Zba
2689,No Limit,Usher,1,1CDBn2Lm7E63XKQDsdCq6O
2690,Cut It,O.T. Genasis,1,376KnY4TrgBITxjlnbnmIy
2691,Really Really,Kevin Gates,1,10I3CmmwT0BkOVhduDy53o
2692,All In My Head (Flex),Fifth Harmony,1,7nD9nN3jord9wWcfW3Gkcm
2693,Starving,Hailee Steinfeld and Grey,1,4Ce37cRWvM1vIGGynKcs22
2694,Adventure of a Lifetime,Coldplay,1,69uxyAqqPIsUyTO8txoP2M
2695,Humble and Kind,Tim McGraw,1,4Pn0JlCUusD2QHjADuOzuV
2696,Wicked,Future,1,6BbINUfGabVyiNFJpQXn3x
2697,Tiimmy Turner,Desiigner,1,3NJG6vMH1ZsectZkocMEm0
2699,Perfect,One Direction,1,3NLnwwAQbbFKcEcV8hDItk
2700,Shape of You,Ed Sheeran,1,7qiZfU4dY1lWllzX7mPBI3
2701,Despacito (Remix),Luis Fonsi and Daddy Yankee,1,6rPO02ozF3bM7NnOV4h6s2
2702,That's What I Like,Bruno Mars,1,0KKkJNfGyhkQ5aFogxQAPU
2703,Humble,Kendrick Lamar,1,7KXjTSCq5nL1LoYtL7XAwS
2704,Something Just Like This,The Chainsmokers and Coldplay,1,6RUKPb4LETWmmr3iAEQktW
2705,Bad and Boujee,Migos,1,4Km5HrUvYTaSUfiSGPJeQR
2707,Body Like a Back Road,Sam Hunt,1,7mldq42yDuxiUNn08nvzHO
2708,Believer,Imagine Dragons,1,0pqnGHJpmpxLKifKRmU6WP
2709,Congratulations,Post Malone,1,3a1lNhkSLSkpJE4MSHpDu9
2710,Say You Won't Let Go,James Arthur,1,5uCax9HTNlzGybIStD3vDh
2711,I'm the One,DJ Khaled,1,1jYiIOC5d6soxkJP81fxq2
2712,XO Tour Llif3,Lil Uzi Vert,1,7GX5flRQZVHRAGd6B4TmDO
2713,Mask Off,Future,1,0VgkVdmE4gld66l8iyGjgx
2714,Unforgettable,French Montana,1,3B54sVLJ402zGa6Xm4YGNe
2715,24K Magic,Bruno Mars,1,6b8Be6ljOzmkOmFslEb23P
2717,Wild Thoughts,DJ Khaled,1,45XhKYRRkyeqoW3teSOkCM
2718,Black Beatles,Rae Sremmurd,1,6fujklziTHa8uoM5OQSfIo
2720,Location,Khalid,1,152lZdxL1OR0ZMW6KquMif
2721,Attention,Charlie Puth,1,5cF0dROlMOK5uNZtivgu50
2722,There's Nothing Holdin' Me Back,Shawn Mendes,1,7JJmb5XwzOO8jgpou264Ml
2723,Bodak Yellow,Cardi B,1,6KBYefIoo7KydImq1uUQlL
2724,Redbone,Childish Gambino,1,0wXuerDYiBnERgIpbb3JBR
2725,I Don't Wanna Live Forever,Zayn and Taylor Swift,1,2y5aJvzXhHPA94U5GFAcXe
2726,It Ain't Me,Kygo and Selena Gomez,1,2jRGYG8U5bJzWOH6FLuzvO
2727,iSpy,Kyle,1,2EEeOnHehOozLq4aS0n6SL
2728,Issues,Julia Michaels,1,7vu0JkJh0ldukEYbTVcqd0
2729,Scars to Your Beautiful,Alessia Cara,1,0prNGof3XqfTvNDxHonvdK
2730,1-800-273-8255,Logic,1,5tz69p7tJuGPeMGwNTxYuV
2731,Slow Hands,Niall Horan,1,2cOUlop2ZakjOKe4WinesN
2732,Love on the Brain,Rihanna,1,5oO3drDxtziYU2H1X23ZIp
2733,I Feel It Coming,The Weeknd,1,3dhjNA0jGA8vHBQ1VdD6vV
2734,Bounce Back,Big Sean,1,0SGkqnVQo9KPytSri1H6cF
2735,Strip That Down,Liam Payne,1,4Ro98RCK90oHqqSZUnTFq5
2736,Fake Love,Drake,1,343YBumqHu19cGoGARUTsd
2737,Don't Wanna Know,Maroon 5,1,1nueTG77MzNkJTKQ0ZdGzT
2738,Look What You Made Me Do,Taylor Swift,1,1JbR9RDP3ogVNEWFgNXAjh
2739,Castle on the Hill,Ed Sheeran,1,6PCUP3dWmTjcTtXY02oFdT
2740,Bad Things,Machine Gun Kelly and Camila Cabello,1,1PSBzsahR2AKwLJgx8ehBj
2741,Paris,The Chainsmokers,1,15vzANxN8G9wWfwAJLLMCg
2743,Rockabye,Clean Bandit,1,5knuzwU65gJK7IF5yJsuaW
2744,Feel It Still,Portugal. The Man,1,5vqxyr2NowrVOORre9bGYC
2746,Sorry Not Sorry,Demi Lovato,1,7gvd8xj4QgPqbQSsn5pV7d
2747,Bank Account,21 Savage,1,2fQrGHiQOvpL9UgPvtYy6G
2749,Mi Gente,J Balvin and Willy William,1,4ipnJyDU3Lq15qBAYNqlqK
2750,Thunder,Imagine Dragons,1,1zB4vmk8tFRmM9UULNzbLB
2751,T-Shirt,Migos,1,7KOlJ92bu51cltsD9KU5I7
2752,Rake It Up,Yo Gotti,1,4knL4iPxPOZjQzTUlELGSY
2754,Tunnel Vision,Kodak Black,1,4Q3N4Ct4zCuIHuZ65E3BD4
2756,In Case You Didn't Know,Brett Young,1,10M2Ex445zw585Ducldzkw
2758,Now or Never,Halsey,1,7i2DJ88J7jQ8K7zqFX2fW8
2759,Caroline,Aminé,1,5hTpBe8h35rJ67eAWHQsJx
2760,Rolex,Ayo & Teo,1,0pSBuHjILhNEo55xK1zrRt
2761,DNA,Kendrick Lamar,1,6HZILIRieu8S0iqY8kIKhj
2762,Juju on That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,1,1lItf5ZXJc1by9SbPeljFd
2763,Swang,Rae Sremmurd,1,6mapJIPnQ23RTAevUoE0DL
2764,Passionfruit,Drake,1,5mCPDVBb16L4XQwDdbRUpz
2765,Loyalty,Kendrick Lamar,1,6SwRhMLwNqEi6alNPVG00n
2766,Praying,Kesha,1,0jdny0dhgjUwoIp5GkqEaA
2767,Goosebumps,Travis Scott,1,6gBFPUFcJLzWGx4lenP6h2
2768,Cold,Maroon 5,1,7gwLQ4tZ5UdZ7qNcDyJ8wr
2771,What Ifs,Kane Brown,1,7zVCrzzEJU7u24sbJPXA5W
2772,Chained to the Rhythm,Katy Perry,1,7qvxFz3JodM0A7xEM7k3YD
2773,Feels,Calvin Harris,1,5bcTCxgc7xVfSaMV3RuVke
2774,All Time Low,Jon Bellion,1,0SuLAslEMFZAXf0SwY7syi
2775,Hurricane,Luke Combs,1,6xHI9KjUjYT0FPtGO8Mxa1
2776,Too Good at Goodbyes,Sam Smith,1,3VlbOrM6nYPprVvzBZllE5
2777,Young Dumb & Broke,Khalid,1,5Z3GHaZ6ec9bsiI5BenrbY
2778,Magnolia,Playboi Carti,1,1e1JKLEDKP7hEQzJfNAgPl
2779,Love Galore,SZA,1,0q75NwOoFiARAVp4EXU4Bs
2780,Drowning,A Boogie wit da Hoodie,1,1f5cbQtDrykjarZVrShaDI
2782,Both,Gucci Mane,1,5tFep7dXGd7vEJ668wTPux
2784,Swalla,Jason Derulo,1,6kex4EBAj0WHXDKZMEJaaF
2785,Slippery,Migos,1,6p8NuHm8uCGnn2Dtbtf7zE
2786,Sign of the Times,Harry Styles,1,5Ohxk2dO5COHF1krpoPigN
2787,Water Under the Bridge,Adele,1,4vb4mFvYsr2h6enhjJsq9Y
2788,Malibu,Miley Cyrus,1,1UZOjK1BwmwWU14Erba9CZ
2790,No Promises,Cheat Codes,1,5lNuqFVMca4vPupY10cH0J
2792,I Get the Bag,Gucci Mane,1,1XRgIKC5TPwo7nWGyKqgG0
2793,Small Town Boy,Dustin Lynch,1,2YMhrXQYKkm4kXLcXKKd5z
2794,Everyday We Lit,YFN Lucci,1,4PzovBqgnSHKd8opsP7IVM
2795,Havana,Camila Cabello,1,1rfofaqEpACxVEHIZBJe6W
2796,What Lovers Do,Maroon 5,1,2j5hsQvApottzvTn4pFJWF
2797,Do Re Mi,Blackbear,1,3Q3myFA7q4Op95DOpHplaY
2798,Look at Me!,XXXTentacion,1,7floNISpH8VF4z4459Qo18
2799,The Fighter,Keith Urban,1,5OUSPcqhYTOzpbXzoEvKim
2800,God's Plan,Drake,1,6DCZcSspjsKoFjzjrWoCdn
2802,Meant to Be,Bebe Rexha,1,7iDa6hUg2VgEL1o1HjmfBn
2805,Psycho,Post Malone,1,3swc6WTsr7rl9DqQKQA55C
2808,In My Feelings,Drake,1,2G7V7zsVDxg1yRsu7Ew9RJ
2809,Girls Like You,Maroon 5,1,6V1bu6o1Yo5ZXnsCJU8Ovk
2810,Nice for What,Drake,1,3CA9pLiwRIGtUBiMjbZmRw
2811,Lucid Dreams,Juice Wrld,1,285pBltuF7vW8TeWk8hdRR
2812,Better Now,Post Malone,1,7dt6x5M1jzdTEt8oCbisTK
2813,Finesse,Bruno Mars,1,3Vo4wInECJQuz9BIBMOu8i
2814,Boo'd Up,Ella Mai,1,0At2qAoaVjIwWNAqrscXli
2815,New Rules,Dua Lipa,1,2ekn2ttSfGqwhhate0LSR0
2816,Sad!,XXXTentacion,1,3ee8Jmje8o58CHK66QrVC2
2817,Never Be the Same,Camila Cabello,1,4eWQlBRaTjPPUlzacqEeoQ
2818,Love Lies,Khalid and Normani,1,45Egmo7icyopuzJN0oMEdk
2819,No Tears Left to Cry,Ariana Grande,1,2qT1uLXPVPzGgFOx4jtEuo
2822,Look Alive,BlocBoy JB,1,4qKcDkK6siZ7Jp1Jb4m0aL
2823,Delicate,Taylor Swift,1,6NFyWDv5CjfwuzoCkw47Xf
2824,Yes Indeed,Lil Baby and Drake,1,6vN77lE9LK6HP2DewaN6HZ
2825,Friends,Marshmello and Anne-Marie,1,08bNPGLD8AhKpnnERrAc6G
2826,Bad at Love,Halsey,1,7y9iMe8SOB6z3NoHE2OfXl
2827,Taste,Tyga,1,5IaHrVsrferBYDm0bDyABy
2828,Let You Down,NF,1,52okn5MNA47tk87PeZJLEL
2830,Fefe,6ix9ine,1,2l8nEO0vsTRCRnGqQty6qx
2831,Tequila,Dan + Shay,1,42fw0rxRO2xbesF6mJfd4Y
2833,MotorSport,"Migos, Nicki Minaj and Cardi B",1,4wFjTWCunQFKtukqrNijEt
2834,I Like Me Better,Lauv,1,1wjzFQodRWrPcQ0AnYnvQ9
2835,Youngblood,5 Seconds of Summer,1,2iUXsYOEPhVqEBwsqP70rE
2836,Whatever It Takes,Imagine Dragons,1,6Qn5zhYkTa37e91HC1D7lb
2837,Ric Flair Drip,Offset and Metro Boomin,1,7sO5G9EABYOXQKNPNiE9NR
2838,I Fall Apart,Post Malone,1,75ZvA4QfFiZvzhj2xkaWAh
2839,Pray for Me,The Weeknd and Kendrick Lamar,1,77UjLW8j5UAGAGVGhR5oUK
2840,Back to You,Selena Gomez,1,4hQ6UGyWQIGJmHSo0J88JW
2841,Sicko Mode,Travis Scott,1,2xLMifQCjDGFmkHkpNLD9h
2842,Walk It Talk It,Migos,1,6n4U3TlzUGhdSFbUUhTvLP
2843,Gucci Gang,Lil Pump,1,43ZyHQITOjhciSUUNPVRHc
2844,Him & I,G-Eazy and Halsey,1,5k38wzpLb15YgncyWdTZE4
2845,In My Blood,Shawn Mendes,1,2QZ7WLBE8h2y1Y5Fb8RYbH
2846,All the Stars,Kendrick Lamar and SZA,1,3GCdLUSnKSMJhs4Tj6CV3s
2847,Stir Fry,Migos,1,2UVbBKQOdFAekPTRsnkzcf
2850,This Is America,Childish Gambino,1,0b9oOr2ZgvyQu88wzixux9
2851,Nonstop,Drake,1,0TlLq3lA83rQOYtrqBqSct
2854,Freaky Friday,Lil Dicky,1,10Igtw8bSDyyFs7KIsKngZ
2855,Gummo,6ix9ine,1,4HbiCvH1R7mVOJ7KY7JQBD
2856,Plug Walk,Rich the Kid,1,1ZAyjvIk9YiD76yYy0TEG6
2857,Wait,Maroon 5,1,6AvfZXpbb6r35DfF7gHPRq
2858,Be Careful,Cardi B,1,2Yl4OmDby9iitgNWZPwxkd
2859,Wolves,Selena Gomez and Marshmello,1,0tBbt8CrmxbjRP0pueQkyU
2860,Bartier Cardi,Cardi B,1,0dIoGTQXDh1wVnhIiSyYEa
2861,God Is a Woman,Ariana Grande,1,5OCJzvD7sykQEKHH7qAC3C
2862,Big Bank,YG,1,0ZNrc4kNeQYD9koZ3KvCsy
2864,How Long,Charlie Puth,1,6wmAHw1szh5RCKSRjiXhPe
2865,Lights Down Low,Max,1,5A6BJLZArq1MPjsnmcuk5f
2867,One Kiss,Calvin Harris and Dua Lipa,1,7ef4DlsgrMEH11cDZd32M6
2868,Natural,Imagine Dragons,1,2FY7b99s15jUprqC0M5NCT
2869,You Make It Easy,Jason Aldean,1,2ZxTjs4EdJl4Y9YByIiNoo
2872,No Brainer,DJ Khaled,1,5WvAo7DNuPRmk4APhdPzi8
2873,Plain Jane,ASAP Ferg,1,4dVpf9jZjcORqGTLUaeYj9
2874,Sky Walker,Miguel,1,5WoaF1B5XIEnWfmb5NZikf
2875,Marry Me,Thomas Rhett,1,0OWZFobGSIW9GrSlQ9C5pc
2876,Eastside,"Benny Blanco, Halsey and Khalid",1,0d2iYfpKoM0QCKvcLCkBao
2877,Call Out My Name,The Weeknd,1,09mEdoA6zrmBPgTEN5qXmN
2878,King's Dead,"Jay Rock, Kendrick Lamar, Future and James Blake",1,51rXHuKN8Loc4sUlKPODgH
2879,Happier,Marshmello and Bastille,1,2dpaYNEQHiRxtZbfNsse99
2880,Te Boté,"Nio García, Darell and Casper Mágico",1,3V8UKqhEK5zBkBb6d6ub8i
2881,Simple,Florida Georgia Line,1,4L9Ds4mpD3SuYoWwFUlv16
2882,Lemon,N.E.R.D and Rihanna,1,4PpuH4mxL0rD35mOWaLoKS
2885,I'm Upset,Drake,1,3qN5qMTKyEEmiTZD38BNTT
2886,Get Along,Kenny Chesney,1,6n6OQfBpCgzF9oEg8zhBN7
2887,Moonlight,XXXTentacion,1,0JP9xo3adEtGSdUEISiszL
2889,X,Nicky Jam and J Balvin,1,5YUyW9opqNsMSEzzecZih1
2890,Outside Today,YoungBoy Never Broke Again,1,3sA7HKGzcKTVscdiTCrWpX
2891,Trip,Ella Mai,1,6CTWathupIiDs7U4InHnDA
2892,Dura,Daddy Yankee,1,6KuqAtoeVzxAYOaMveLNpH
2893,Changes,XXXTentacion,1,7AFASza1mXqntmGtbxXprO
2895,One Number Away,Luke Combs,1,4gB7HrYHbJVJ5RFOjxmoq4
2896,Powerglide,Rae Sremmurd,1,1BuZAIO8WZpavWVbbq3Lci
2897,IDGAF,Dua Lipa,1,76cy1WJvNGJTj78UqeA5zr
